product,months,country,sub country,area,value
Product 1,Feb,Baicheng,China,Jilin Sheng,44239.3950953481
Product 1,Feb,Baishan,China,Jilin Sheng,13855.340809547557
Product 1,Feb,Anshan,China,Liaoning,33910.807834531515
Product 1,Feb,Anda,China,Heilongjiang Sheng,37462.73963407059
Product 1,Feb,Oroqen Zizhiqi,China,Inner Mongolia,24135.402523197663
Product 1,Feb,Acheng,China,Heilongjiang Sheng,35804.938526976825
Product 1,Feb,Songling,China,Hebei,34751.276470480014
Product 1,Feb,Shilin,China,Yunnan,46104.52697024808
Product 1,Feb,Changshu City,China,Jiangsu,23678.96110590709
Product 1,Feb,Shixing,China,Guangdong,40755.924471710576
Product 1,Feb,Jiashan,China,Zhejiang Sheng,32431.799840326246
Product 1,Feb,Fenghuang,China,Hunan,12591.942966803992
Product 1,Feb,Zhu Cheng City,China,Shandong Sheng,21903.76923754992
Product 1,Feb,Shangri-La,China,Yunnan,49082.082515349306
Product 1,Feb,Ordos,China,Inner Mongolia,39521.522115027816
Product 1,Feb,Wenshan City,China,Yunnan,46295.97833075644
Product 1,Feb,Liupanshui,China,Guizhou Sheng,23470.143366973047
Product 1,Feb,Zipaquirá,Colombia,Cundinamarca,26015.35307549969
Product 1,Feb,Zarzal,Colombia,Valle del Cauca,43535.18141332372
Product 1,Feb,Zaragoza,Colombia,Antioquia,34324.34648045577
Product 1,Feb,Yumbo,Colombia,Valle del Cauca,48379.96758846508
Product 1,Feb,Yopal,Colombia,Casanare,38719.41877556915
Product 1,Feb,Yarumal,Colombia,Antioquia,38515.71550730106
Product 1,Feb,Viterbo,Colombia,Caldas,34263.27651233325
Product 1,Feb,Villeta,Colombia,Cundinamarca,31625.40846362921
Product 1,Feb,Villavicencio,Colombia,Meta,44276.01791073453
Product 1,Feb,Villa del Rosario,Colombia,Norte de Santander,49959.05550233476
Product 1,Feb,Villanueva,Colombia,La Guajira,14718.141494744792
Product 1,Feb,Villanueva,Colombia,Casanare,15671.868192080352
Product 1,Feb,Villamaría,Colombia,Caldas,25715.503224791784
Product 1,Feb,Valledupar,Colombia,Cesar,31016.90916480834
Product 1,Feb,Urrao,Colombia,Antioquia,44468.29961090104
Product 1,Feb,Ubaté,Colombia,Cundinamarca,12604.88143568831
Product 1,Feb,Turbo,Colombia,Antioquia,10684.565632098045
Product 1,Feb,Turbaco,Colombia,Bolívar,46636.00900396206
Product 1,Feb,Túquerres,Colombia,Nariño,23216.77900574059
Product 1,Feb,Tunja,Colombia,Boyacá,19193.553060253886
Product 1,Feb,Tumaco,Colombia,Nariño,14031.015358245966
Product 1,Feb,Tuluá,Colombia,Valle del Cauca,13544.74658883814
Product 1,Feb,Tolú,Colombia,Sucre,43674.28240554017
Product 1,Feb,Tierralta,Colombia,Córdoba,13570.86829035989
Product 1,Feb,Tame,Colombia,Arauca,17935.252005223825
Product 1,Feb,Sucre,Colombia,Sucre,44212.68814598317
Product 1,Feb,Sonsón,Colombia,Antioquia,40952.29679007604
Product 1,Feb,Soledad,Colombia,Atlántico,38904.426401080076
Product 1,Feb,Sogamoso,Colombia,Boyacá,36802.42883301005
Product 1,Feb,Socorro,Colombia,Santander,26737.711310711933
Product 1,Feb,Soacha,Colombia,Cundinamarca,21970.56919310958
Product 1,Feb,Sincelejo,Colombia,Sucre,25655.128873245354
Product 1,Feb,Sincé,Colombia,Sucre,28379.33244121751
Product 1,Feb,Sibaté,Colombia,Cundinamarca,24979.473659728326
Product 1,Mar,Sevilla,Colombia,Valle del Cauca,13480.811331539053
Product 1,Mar,Segovia,Colombia,Antioquia,22628.334120743035
Product 1,Mar,Santuario,Colombia,Antioquia,44385.049926289284
Product 1,Mar,Santo Tomás,Colombia,Atlántico,31542.46799946929
Product 1,Mar,Santa Rosa de Cabal,Colombia,Risaralda,46247.34280174154
Product 1,Mar,Santander de Quilichao,Colombia,Cauca,29502.511719906506
Product 1,Mar,Santa Marta,Colombia,Magdalena,21753.577287438857
Product 1,Mar,Santa Lucía,Colombia,Atlántico,28475.711144694305
Product 1,Mar,San Onofre,Colombia,Sucre,15121.936961836875
Product 1,Mar,San Martín,Colombia,Meta,43989.14005026154
Product 1,Mar,San Marcos,Colombia,Sucre,35146.01621931244
Product 1,Mar,San Juan Nepomuceno,Colombia,Bolívar,40132.031406412425
Product 1,Mar,San Juan del Cesar,Colombia,La Guajira,12438.335787784114
Product 1,Mar,San Jacinto,Colombia,Bolívar,43106.22914264964
Product 1,Mar,San Gil,Colombia,Santander,35481.44272419793
Product 1,Mar,San Carlos,Colombia,Córdoba,24159.25362940368
Product 1,Mar,San Carlos,Colombia,Antioquia,44085.96094982031
Product 1,Mar,San Benito Abad,Colombia,Sucre,31620.959786289004
Product 1,Mar,San Andrés,Colombia,"Archipiélago de San Andrés, Providencia y Santa Catalina",35120.463141363885
Product 1,Mar,Sampués,Colombia,Sucre,23784.39075719326
Product 1,Mar,Salamina,Colombia,Caldas,45977.056883527264
Product 1,Mar,Sahagún,Colombia,Córdoba,13598.849834287865
Product 1,Mar,Sabaneta,Colombia,Antioquia,20593.923520255277
Product 1,Mar,Sabanalarga,Colombia,Atlántico,20777.49677263246
Product 1,Mar,Sabanagrande,Colombia,Atlántico,15863.446595434274
Product 1,Mar,Roldanillo,Colombia,Valle del Cauca,40909.060789929776
Product 1,Mar,Riosucio,Colombia,Caldas,24250.408479403755
Product 1,Mar,Rionegro,Colombia,Antioquia,17187.539728448362
Product 1,Mar,Ríohacha,Colombia,La Guajira,24358.918548925692
Product 1,Mar,Repelón,Colombia,Atlántico,46072.38078018784
Product 1,Mar,Quimbaya,Colombia,Quindío,25811.685941845266
Product 1,Mar,Quibdó,Colombia,Chocó,37542.463896201516
Product 1,Mar,Puerto Tejada,Colombia,Cauca,38941.82301438613
Product 1,Mar,Puerto Santander,Colombia,Norte de Santander,40659.53612079949
Product 1,Mar,Puerto López,Colombia,Meta,15333.89726050176
Product 1,Mar,Puerto Colombia,Colombia,Atlántico,47034.194672387996
Product 1,Mar,Puerto Boyacá,Colombia,Boyacá,11876.243324107412
Product 1,Mar,Puerto Berrío,Colombia,Antioquia,40027.28602912897
Product 1,Mar,Puerto Asís,Colombia,Putumayo,44719.92663556628
Product 1,Mar,Pradera,Colombia,Valle del Cauca,28448.042447873522
Product 1,Mar,Popayán,Colombia,Cauca,11575.92513726879
Product 1,Mar,Planeta Rica,Colombia,Córdoba,31493.96368321102
Product 1,Mar,Pivijay,Colombia,Magdalena,30772.161398453263
Product 1,Mar,Pitalito,Colombia,Huila,16197.58519672649
Product 1,Mar,Piedecuesta,Colombia,Santander,11224.491054993501
Product 1,Mar,Pereira,Colombia,Risaralda,31175.78213655967
Product 1,Mar,Patía,Colombia,Cauca,32694.334613199655
Product 1,Mar,Pasto,Colombia,Nariño,46883.0435391921
Product 1,Mar,Pamplona,Colombia,Norte de Santander,43278.50565239369
Product 1,Mar,Palmira,Colombia,Valle del Cauca,49947.33407110397
Product 1,Mar,Palmar de Varela,Colombia,Atlántico,43798.09044279975
Product 1,Mar,Belalcazar,Colombia,Cauca,19329.89067628634
Product 1,Mar,Pacho,Colombia,Cundinamarca,48802.6042907459
Product 1,Mar,Ocaña,Colombia,Norte de Santander,17607.262508485765
Product 1,Mar,Neiva,Colombia,Huila,46225.20178526607
Product 1,Mar,Mosquera,Colombia,Cundinamarca,10682.637496491365
Product 1,Mar,Morales,Colombia,Bolívar,32156.751516287888
Product 1,Mar,Montería,Colombia,Córdoba,32485.871133466295
Product 1,Mar,Montenegro,Colombia,Quindío,29641.787971189187
Product 1,Mar,Montelíbano,Colombia,Córdoba,15400.413569261014
Product 1,Mar,Mompós,Colombia,Bolívar,29241.609056581266
Product 1,Mar,Mocoa,Colombia,Putumayo,46405.403920489574
Product 1,Mar,Melgar,Colombia,Tolima,15119.630433505361
Product 1,Mar,Medellín,Colombia,Antioquia,45633.582228504536
Product 1,Mar,Mariquita,Colombia,Tolima,41103.9304948527
Product 1,Mar,Marinilla,Colombia,Antioquia,38370.842033927314
Product 1,Mar,María la Baja,Colombia,Bolívar,41139.705758797405
Product 1,Mar,Manzanares,Colombia,Caldas,21681.11905840786
Product 1,Mar,Manizales,Colombia,Caldas,44411.83101223345
Product 1,Mar,Malambo,Colombia,Atlántico,22401.132400966217
Product 1,Mar,Málaga,Colombia,Santander,32164.327402652856
Product 1,Mar,Maicao,Colombia,La Guajira,19729.161210018217
Product 1,Mar,Magangué,Colombia,Bolívar,33303.86443276056
Product 1,Mar,Madrid,Colombia,Cundinamarca,28049.62929830994
Product 1,Mar,Los Patios,Colombia,Norte de Santander,39825.96450237933
Product 1,Mar,Lorica,Colombia,Córdoba,48177.28676958758
Product 1,Mar,Líbano,Colombia,Tolima,36488.45863236989
Product 1,Mar,Leticia,Colombia,Amazonas,20598.561459443463
Product 1,Mar,Lérida,Colombia,Tolima,39525.63225982324
Product 1,Mar,La Virginia,Colombia,Risaralda,36153.83779471983
Product 1,Mar,La Unión,Colombia,Valle del Cauca,26562.13054445728
Product 1,Mar,La Unión,Colombia,Nariño,15511.30596565824
Product 1,Mar,La Tebaida,Colombia,Quindío,44868.063259437266
Product 1,Mar,La Plata,Colombia,Huila,41505.64288260646
Product 1,Mar,La Mesa,Colombia,Cundinamarca,38388.274730709294
Product 1,Mar,La Jagua de Ibirico,Colombia,Cesar,43020.753390640195
Product 1,Mar,La Estrella,Colombia,Antioquia,39031.336889608436
Product 1,Mar,La Dorada,Colombia,Caldas,33112.98794341349
Product 1,Mar,La Ceja,Colombia,Antioquia,42805.78624339559
Product 1,Mar,Jamundí,Colombia,Valle del Cauca,16641.61535817179
Product 1,Mar,Itagüí,Colombia,Antioquia,18258.506215323032
Product 1,Mar,Ipiales,Colombia,Nariño,27769.85603703264
Product 1,Mar,Ibagué,Colombia,Tolima,15558.84282877293
Product 1,Mar,Honda,Colombia,Tolima,39478.06815370504
Product 1,Mar,Guacarí,Colombia,Valle del Cauca,16430.485553021903
Product 1,Mar,Granada,Colombia,Meta,10730.150775994041
Product 1,Mar,Girón,Colombia,Santander,13131.29344069364
Product 1,Mar,Girardot City,Colombia,Cundinamarca,13841.395440336582
Product 1,Mar,Garzón,Colombia,Huila,41230.07432923374
Product 1,Mar,Galapa,Colombia,Atlántico,35993.07581313653
Product 1,Mar,Fusagasuga,Colombia,Cundinamarca,43670.13500753
Product 1,Mar,Funza,Colombia,Cundinamarca,40011.58030643036
Product 1,Mar,Fundación,Colombia,Magdalena,24651.777901173384
Product 1,Mar,Fresno,Colombia,Tolima,16420.372532278718
Product 1,Mar,Fonseca,Colombia,La Guajira,10597.120729514807
Product 1,Mar,Floridablanca,Colombia,Santander,22891.080234119556
Product 1,Mar,Florida,Colombia,Valle del Cauca,48380.30442551249
Product 1,Mar,Florencia,Colombia,Caquetá,21416.22651143255
Product 1,Mar,Flandes,Colombia,Tolima,32255.645904729845
Product 1,Mar,Facatativá,Colombia,Cundinamarca,42956.936778750394
Product 1,Mar,Espinal,Colombia,Tolima,17056.550816310122
Product 1,Mar,Envigado,Colombia,Antioquia,26277.445870593743
Product 1,Mar,El Retén,Colombia,Magdalena,11718.578550316546
Product 1,Mar,El Copey,Colombia,Cesar,47694.884720040725
Product 1,Mar,El Charco,Colombia,Nariño,24528.863264977972
Product 1,Mar,El Cerrito,Colombia,Valle del Cauca,43992.58415427287
Product 1,Mar,El Carmen de Bolívar,Colombia,Bolívar,22005.257322026104
Product 1,Mar,El Banco,Colombia,Magdalena,46565.53011859107
Product 1,Mar,El Bagre,Colombia,Antioquia,27742.68175464588
Product 1,Mar,Duitama,Colombia,Boyacá,12471.4580399995
Product 1,Mar,Dos Quebradas,Colombia,Risaralda,37784.62952386899
Product 1,Mar,Curumaní,Colombia,Cesar,32820.01997314204
Product 1,Mar,Cúcuta,Colombia,Norte de Santander,26453.061992182033
Product 1,Mar,Corozal,Colombia,Sucre,24891.55097512449
Product 1,Mar,Corinto,Colombia,Cauca,39310.47654585169
Product 1,Mar,Municipio de Copacabana,Colombia,Antioquia,18367.710614859745
Product 1,Mar,Circasia,Colombia,Quindío,11276.075301158537
Product 1,Mar,Ciénaga de Oro,Colombia,Córdoba,45721.30102826328
Product 1,Mar,Ciénaga,Colombia,Magdalena,44537.89225759806
Product 1,Mar,Chiriguaná,Colombia,Cesar,23174.00146328427
Product 1,Mar,Chiquinquirá,Colombia,Boyacá,17248.162928046906
Product 1,Mar,Chinú,Colombia,Córdoba,28455.004435017105
Product 1,Mar,Chinchiná,Colombia,Caldas,10470.362897149475
Product 1,Mar,Chimichagua,Colombia,Cesar,25075.134242009237
Product 1,Mar,Chigorodó,Colombia,Antioquia,13125.49241156657
Product 1,Mar,Chía,Colombia,Cundinamarca,41657.73829420483
Product 1,Mar,Chaparral,Colombia,Tolima,23159.196839991142
Product 1,Mar,Cereté,Colombia,Córdoba,27537.215683656137
Product 1,Mar,Caucasia,Colombia,Antioquia,17780.804821002985
Product 1,Mar,Cartago,Colombia,Valle del Cauca,31097.656380403027
Product 1,Mar,Cartagena,Colombia,Bolívar,28017.186399749382
Product 1,Mar,Carmen de Viboral,Colombia,Antioquia,27449.30977611892
Product 1,Mar,Candelaria,Colombia,Valle del Cauca,22252.64812452598
Product 1,Mar,Campo de la Cruz,Colombia,Atlántico,23423.44467465771
Product 1,Mar,Campoalegre,Colombia,Huila,49831.25671407054
Product 1,Mar,Cali,Colombia,Valle del Cauca,48232.21060185697
Product 1,Mar,Caldas,Colombia,Antioquia,47833.49994759126
Product 1,Mar,Calarcá,Colombia,Quindío,27635.4245502636
Product 1,Mar,Cajicá,Colombia,Cundinamarca,31085.143630195234
Product 1,Mar,Caicedonia,Colombia,Valle del Cauca,40476.00422756455
Product 1,Mar,Buga,Colombia,Valle del Cauca,17443.47849048385
Product 1,Mar,Buenaventura,Colombia,Valle del Cauca,35347.436463643244
Product 1,Mar,Buenaventura,Colombia,Valle del Cauca,33083.31071341061
Product 1,Mar,Bucaramanga,Colombia,Santander,25450.29613072658
Product 1,Mar,Bogotá,Colombia,Bogota D.C.,43719.558693910745
Product 1,Mar,Bello,Colombia,Antioquia,41890.745653167425
Product 1,Mar,Belén de Umbría,Colombia,Risaralda,47580.38829152365
Product 1,Mar,Barranquilla,Colombia,Atlántico,46318.97318402195
Product 1,Mar,Barrancas,Colombia,La Guajira,49752.91218965916
Product 1,Mar,Barrancabermeja,Colombia,Santander,48185.93579273198
Product 1,Mar,Barbosa,Colombia,Antioquia,22365.158931246657
Product 1,Mar,Barbosa,Colombia,Santander,47802.981659388475
Product 1,Mar,Baranoa,Colombia,Atlántico,18948.371761527786
Product 1,Mar,Ayapel,Colombia,Córdoba,32953.10152560208
Product 1,Mar,Armenia,Colombia,Quindío,44267.475519710766
Product 1,Mar,Arjona,Colombia,Bolívar,30509.32504467017
Product 1,Mar,Ariguaní,Colombia,Cesar,37875.880983870724
Product 1,Mar,Arauca,Colombia,Arauca,10930.79942635863
Product 1,Mar,Aracataca,Colombia,Magdalena,35650.42346268204
Product 1,Mar,Apartadó,Colombia,Antioquia,44210.56884726463
Product 1,Mar,Anserma,Colombia,Risaralda,19293.44645881452
Product 1,Mar,Andes,Colombia,Antioquia,27342.139665580296
Product 1,Mar,Andalucía,Colombia,Valle del Cauca,38369.8486883552
Product 1,Mar,Aguazul,Colombia,Casanare,13399.72355205548
Product 1,Mar,Aguadas,Colombia,Caldas,48160.510583782096
Product 1,Mar,Aguachica,Colombia,Cesar,33471.93341851037
Product 1,Mar,Acacías,Colombia,Meta,26860.0745472713
Product 1,Mar,Morales,Colombia,Cauca,46022.038860076136
Product 1,Mar,Carepa,Colombia,Antioquia,17865.02740243449
Product 1,Mar,Ciudad Bolívar,Colombia,Antioquia,32863.01015211844
Product 1,Mar,Agustín Codazzi,Colombia,Cesar,21728.511301921917
Product 1,Mar,Plato,Colombia,Magdalena,14309.015883528158
Product 1,Mar,San José del Guaviare,Colombia,Guaviare,39124.41214392133
Product 1,Mar,Turrialba,Costa Rica,Cartago,43898.76474616252
Product 1,Mar,Tejar,Costa Rica,San José,43229.54259753304
Product 1,Mar,Siquirres,Costa Rica,Limón,23991.886892009512
Product 1,Mar,San Vicente,Costa Rica,San José,37331.6366085762
Product 1,Mar,San Rafael Arriba,Costa Rica,San José,46742.689828329436
Product 1,Mar,San Rafael Abajo,Costa Rica,San José,37724.37323059929
Product 1,Mar,San Rafael,Costa Rica,Alajuela,33114.9474034655
Product 1,Mar,San Rafael,Costa Rica,San José,39436.73115724247
Product 1,Mar,San Pedro,Costa Rica,San José,32985.074764031575
Product 1,Mar,San Pablo,Costa Rica,Heredia,25380.18580425615
Product 1,Mar,San Miguel,Costa Rica,San José,45839.91812700452
Product 1,Mar,San Juan de Dios,Costa Rica,San José,19755.741487054496
Product 1,Mar,San Juan,Costa Rica,San José,29734.226994825432
Product 1,Mar,San José,Costa Rica,Alajuela,34360.13981733382
Product 1,Mar,San José,Costa Rica,San José,29775.983773992313
Product 1,Mar,San Isidro,Costa Rica,San José,24443.533581346805
Product 1,Mar,San Francisco,Costa Rica,Heredia,36777.15620958959
Product 1,Mar,San Felipe,Costa Rica,San José,10737.20054845217
Product 1,Mar,San Diego,Costa Rica,Cartago,49555.98496125425
Product 1,Mar,Quesada,Costa Rica,Alajuela,39655.166742583475
Product 1,Mar,Purral,Costa Rica,San José,22804.01193259782
Product 1,Mar,Puntarenas,Costa Rica,Puntarenas,24084.107034714507
Product 1,Mar,Limón,Costa Rica,Limón,16916.91223063529
Product 1,Mar,Patarrá,Costa Rica,San José,14114.648268243065
Product 1,Mar,Paraíso,Costa Rica,Cartago,15238.828984859012
Product 1,Mar,Nicoya,Costa Rica,Guanacaste,48373.388621126745
Product 1,Mar,Mercedes,Costa Rica,Heredia,22021.706231936172
Product 1,Mar,Liberia,Costa Rica,Guanacaste,20384.741467174932
Product 1,Mar,Ipís,Costa Rica,San José,12052.385328597062
Product 1,Mar,Heredia,Costa Rica,Heredia,47356.415426521475
Product 1,Mar,Guápiles,Costa Rica,Limón,35438.54830850192
Product 1,Mar,Guadalupe,Costa Rica,San José,37974.8439282583
Product 1,Mar,Esparza,Costa Rica,Puntarenas,29538.3731550813
Product 1,Mar,Curridabat,Costa Rica,San José,30421.537034465586
Product 1,Mar,Colima,Costa Rica,San José,17801.11718716607
Product 1,Mar,Chacarita,Costa Rica,Puntarenas,24559.91425356687
Product 1,Mar,Cartago,Costa Rica,Cartago,33031.80883911178
Product 1,Mar,Cañas,Costa Rica,Guanacaste,21594.624759885744
Product 1,Mar,Calle Blancos,Costa Rica,San José,21578.748533436665
Product 1,Mar,Aserrí,Costa Rica,San José,31257.488964783828
Product 1,Mar,Alajuela,Costa Rica,Alajuela,45762.85433622657
Product 1,Mar,San Vicente de Moravia,Costa Rica,San José,33492.89758288844
Product 1,Mar,Yara,Cuba,Granma,45687.677071540544
Product 1,Mar,Yaguajay,Cuba,Sancti Spíritus,28281.478212120426
Product 1,Mar,Viñales,Cuba,Pinar del Río,14328.105972524172
Product 1,Mar,Vertientes,Cuba,Camagüey,44017.36179306221
Product 1,Mar,Venezuela,Cuba,Ciego de Ávila,10830.47110660326
Product 1,Mar,Varadero,Cuba,Matanzas,31684.483861279452
Product 1,Mar,San Germán,Cuba,Holguín,18171.77388811875
Product 1,Mar,Unión de Reyes,Cuba,Matanzas,21743.31028616823
Product 1,Mar,Trinidad,Cuba,Sancti Spíritus,17849.91327876864
Product 1,Mar,Sibanicú,Cuba,Camagüey,47696.12997378934
Product 1,Mar,Santo Domingo,Cuba,Villa Clara,47634.70984516432
Product 1,Mar,Santiago de las Vegas,Cuba,La Habana,24171.70827456509
Product 1,Mar,Santiago de Cuba,Cuba,Santiago de Cuba,11551.603658579239
Product 1,Mar,Santa Cruz del Sur,Cuba,Camagüey,47349.95731533666
Product 1,Mar,Santa Cruz del Norte,Cuba,Mayabeque,20225.341928611284
Product 1,Mar,Santa Clara,Cuba,Villa Clara,41223.066051426955
Product 1,Mar,San Miguel del Padrón,Cuba,La Habana,46692.479246388495
Product 1,Mar,San Luis,Cuba,Santiago de Cuba,27867.902686663085
Product 1,Mar,San José de las Lajas,Cuba,Mayabeque,14430.601870355764
Product 1,Mar,Sancti Spíritus,Cuba,Sancti Spíritus,40695.003796654026
Product 1,Mar,San Cristobal,Cuba,Artemisa,49059.99278128836
Product 1,Mar,San Antonio de los Baños,Cuba,Artemisa,40591.49993448469
Product 1,Mar,Sagua la Grande,Cuba,Villa Clara,26952.56645618253
Product 1,Mar,Sagua de Tánamo,Cuba,Holguín,43098.43551218234
Product 1,Mar,Rodas,Cuba,Cienfuegos,41586.37348636042
Product 1,Mar,Río Guayabal de Yateras,Cuba,Guantánamo,25444.782639568748
Product 1,Mar,Río Cauto,Cuba,Granma,46956.36128652026
Product 1,Mar,Remedios,Cuba,Villa Clara,31838.80326148758
Product 1,Mar,Regla,Cuba,La Habana,36331.18639868288
Product 1,Mar,Ranchuelo,Cuba,Villa Clara,34624.623109140055
Product 1,Mar,Puerto Padre,Cuba,Las Tunas,27357.204120176943
Product 1,Mar,Primero de Enero,Cuba,Ciego de Ávila,33766.35669823206
Product 1,Mar,Placetas,Cuba,Villa Clara,16236.400590478865
Product 1,Mar,Pinar del Río,Cuba,Pinar del Río,28115.56775205603
Product 1,Mar,Perico,Cuba,Matanzas,47431.5507057308
Product 1,Mar,Pedro Betancourt,Cuba,Matanzas,22086.922160312897
Product 1,Mar,Palmira,Cuba,Cienfuegos,29640.967301634013
Product 1,Mar,Palma Soriano,Cuba,Santiago de Cuba,15292.854690292668
Product 1,Mar,Nuevitas,Cuba,Camagüey,27930.91623954865
Product 1,Mar,Nueva Gerona,Cuba,Isla de la Juventud,38617.360388932866
Product 1,Mar,Niquero,Cuba,Granma,28400.5704829796
Product 1,Mar,Morón,Cuba,Ciego de Ávila,12499.764863980963
Product 1,Mar,Moa,Cuba,Holguín,14308.922321648857
Product 1,Mar,Minas de Matahambre,Cuba,Pinar del Río,32781.58450805269
Product 1,Mar,Minas,Cuba,Camagüey,18818.4226788227
Product 1,Mar,Media Luna,Cuba,Granma,34756.48934090577
Product 1,Mar,Matanzas,Cuba,Matanzas,28773.847461167163
Product 1,Mar,Mariel,Cuba,Artemisa,17071.00250160755
Product 1,Mar,Manzanillo,Cuba,Granma,35664.96942960688
Product 1,Mar,Manicaragua,Cuba,Villa Clara,26604.437935809456
Product 1,Mar,Maisí,Cuba,Guantánamo,10385.015975482465
Product 1,Mar,Madruga,Cuba,Mayabeque,46329.4205244021
Product 1,Mar,Los Palacios,Cuba,Pinar del Río,28694.507819986964
Product 1,Mar,Las Tunas,Cuba,Las Tunas,16020.21985280353
Product 1,Mar,La Sierpe,Cuba,Sancti Spíritus,47303.17952042162
Product 1,Mar,La Salud,Cuba,Mayabeque,34178.401501064625
Product 1,Mar,Havana,Cuba,La Habana,48274.01367656178
Product 1,Mar,Jovellanos,Cuba,Matanzas,25544.78117426549
Product 1,Mar,Jobabo,Cuba,Holguín,17347.379939230657
Product 1,Mar,Jobabo,Cuba,Las Tunas,17491.12827488866
Product 1,Mar,Jiguaní,Cuba,Granma,19716.736025787613
Product 1,Mar,Jesús Menéndez,Cuba,Las Tunas,46875.94242688728
Product 1,Mar,Jatibonico,Cuba,Sancti Spíritus,34148.17309367214
Product 1,Mar,Jaruco,Cuba,Mayabeque,32069.184118104
Product 1,Mar,Jagüey Grande,Cuba,Matanzas,13843.837748776035
Product 1,Mar,Holguín,Cuba,Holguín,47591.45218593584
Product 1,Mar,Guisa,Cuba,Granma,27512.43902260084
Product 1,Mar,Güira de Melena,Cuba,Artemisa,36507.00184624574
Product 1,Mar,Güines,Cuba,Mayabeque,29288.89148826415
Product 1,Mar,Guantánamo,Cuba,Guantánamo,16215.470272655255
Product 1,Mar,Guane,Cuba,Pinar del Río,31815.355369867557
Product 1,Mar,Guanajay,Cuba,Artemisa,42937.10913290346
Product 1,Mar,Guanabacoa,Cuba,La Habana,23447.280313153104
Product 1,Mar,Guáimaro,Cuba,Camagüey,24360.460580981657
Product 1,Mar,Gibara,Cuba,Holguín,44574.65577011763
Product 1,Mar,Fomento,Cuba,Sancti Spíritus,33762.989470902976
Product 1,Mar,Florida,Cuba,Camagüey,42920.29900089146
Product 1,Mar,Florencia,Cuba,Ciego de Ávila,31345.583355661787
Product 1,Mar,Esmeralda,Cuba,Camagüey,41125.46893540176
Product 1,Mar,Encrucijada,Cuba,Villa Clara,17338.8102578206
Product 1,Mar,Cumanayagua,Cuba,Cienfuegos,47504.82328098612
Product 1,Mar,Cueto,Cuba,Holguín,32961.364059333646
Product 1,Mar,Cruces,Cuba,Cienfuegos,23425.01252946858
Product 1,Mar,Corralillo,Cuba,Villa Clara,21239.264194315452
Product 1,Mar,Contramaestre,Cuba,Santiago de Cuba,36621.74626456325
Product 1,Mar,Consolación del Sur,Cuba,Pinar del Río,46015.37000256675
Product 1,Mar,Condado,Cuba,Sancti Spíritus,15931.34353500301
Product 1,Mar,Colón,Cuba,Matanzas,19403.958716004618
Product 1,Mar,Colombia,Cuba,Las Tunas,43206.80974645347
Product 1,Mar,Ciro Redondo,Cuba,Ciego de Ávila,41130.686600842666
Product 1,Mar,Cifuentes,Cuba,Villa Clara,45866.61299019269
Product 1,Mar,Cienfuegos,Cuba,Cienfuegos,24699.48784303593
Product 1,Mar,Ciego de Ávila,Cuba,Ciego de Ávila,21458.808339607618
Product 1,Mar,Chambas,Cuba,Ciego de Ávila,34509.13769156011
Product 1,Mar,Cerro,Cuba,La Habana,41703.36505825754
Product 1,Mar,Cauto Cristo,Cuba,Granma,22215.24301635542
Product 1,Mar,Cárdenas,Cuba,Matanzas,27344.011846517617
Product 1,Mar,Campechuela,Cuba,Granma,34356.05267944353
Product 1,Mar,Camajuaní,Cuba,Villa Clara,10967.458908924793
Product 1,Mar,Camagüey,Cuba,Camagüey,10549.203596921312
Product 1,Mar,Calimete,Cuba,Matanzas,22061.847655759215
Product 1,Mar,Caibarién,Cuba,Villa Clara,36274.57668578848
Product 1,Mar,Cacocum,Cuba,Holguín,36123.94182562549
Product 1,Mar,Cabaiguán,Cuba,Sancti Spíritus,43647.12352448505
Product 1,Mar,Bejucal,Cuba,Mayabeque,36962.99785963753
Product 1,Mar,Bayamo,Cuba,Granma,43842.80694163727
Product 1,Mar,Bauta,Cuba,Artemisa,27426.432289370205
Product 1,Mar,Bartolomé Masó,Cuba,Granma,10460.30321441414
Product 1,Mar,Baraguá,Cuba,Ciego de Ávila,48534.45815662093
Product 1,Mar,Baracoa,Cuba,Guantánamo,34576.235634004086
Product 1,Mar,Banes,Cuba,Holguín,14040.705295892658
Product 1,Mar,Bahía Honda,Cuba,Artemisa,12669.33191096057
Product 1,Mar,Artemisa,Cuba,Artemisa,41636.04342164617
Product 1,Mar,Arroyo Naranjo,Cuba,La Habana,33802.21440583495
Product 1,Mar,Amancio,Cuba,Las Tunas,20284.57305266195
Product 1,Mar,Alquízar,Cuba,Artemisa,49541.605006307254
Product 1,Mar,Alamar,Cuba,La Habana,36804.78123632698
Product 1,Mar,Aguada de Pasajeros,Cuba,Cienfuegos,22764.284138366893
Product 1,Mar,Abreus,Cuba,Cienfuegos,23457.29689001856
Product 1,Mar,Habana del Este,Cuba,La Habana,37933.69609502652
Product 1,Mar,Centro Habana,Cuba,La Habana,29661.507014788705
Product 1,Mar,La Habana Vieja,Cuba,La Habana,10117.720794837953
Product 1,Mar,Báguanos,Cuba,Holguín,18697.797354604583
Product 1,Mar,Jimaguayú,Cuba,Camagüey,29847.456352731544
Product 1,Mar,Arroyo Naranjo,Cuba,La Habana,32778.924414776935
Product 1,Mar,Boyeros,Cuba,La Habana,16119.428577894138
Product 1,Mar,Diez de Octubre,Cuba,La Habana,40417.56357948745
